age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,school_MS,sex_1,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes
-0.0043960214,-0.002799511,0.004787326,0.001286447,0.0012478828,0.009136975,0.00021362305,0.0005360842,-0.010686159,0.0047166348,0.010052025,-0.01710856,-0.006498337,-0.017126203,-0.0010339618,0.0033237934,-0.0020321012,-0.0029312372,0.0034464598,0.002736032,0.0028406382,0.0013613105,-0.002807796,0.0014463067,0.011763692,-0.00028055906,-0.0021122098,0.000523448,-0.0005505085,-0.003241539,0.0028885007,-0.0019257665,0.0019456148,-0.014848769,-0.007359326,-0.019127786,-0.0028578043,-0.00027692318,0.003959179,0.00091165304
0.013105452,0.0054519176,0.00093245506,0.011763394,-0.0024282336,-0.03711182,0.00022602081,-0.015108049,-0.008282483,0.020986497,0.00032657385,-0.00522691,0.0012050271,0.015192747,0.004830599,0.0016919374,-0.0010565519,-0.009774506,-0.0017661452,0.0014573336,0.0063162446,-0.004558563,-0.001242876,0.0043717623,0.020011127,0.0014249086,0.0024678707,-0.0049150586,-0.0033630729,-0.0027448535,-7.7843666e-05,0.0049052835,0.0048751235,0.019738138,-0.0063818693,-0.028449297,0.0009390116,-0.002151072,-0.016743124,-0.026385784
0.017994165,-0.011579931,-0.00038790703,-0.0037950873,0.010894179,0.013903558,-0.0004146695,-0.018507063,0.006198168,0.0050371885,0.0076231956,0.0082497,0.011995971,0.044734657,-0.0021851659,-0.00050646067,0.005133927,-0.0046747327,-0.00946492,0.0044623017,-0.010210156,-0.0028892756,0.0018505454,0.0034539104,0.01308924,0.014845848,0.0030073524,-0.029507935,0.00018745661,-0.008142352,-0.024820983,-0.07705885,-0.004300475,-0.010201752,0.019521952,0.007252097,-0.009436488,-0.0032821298,-0.004313469,-0.009444058
0.014586568,0.0010166168,-0.00016504526,-0.0038010478,5.5730343e-05,0.019913673,0.0013656616,-0.011191249,-0.0040634274,0.00044965744,0.016094506,-0.009295642,0.018308163,0.036532223,0.0035443902,-0.0050465465,0.0033220053,-0.0032312274,0.0025184155,0.0061879754,0.007591009,0.0066764355,-0.0015477538,0.0059868693,0.014087558,-0.00046032667,0.0032292604,0.0034496784,-0.0045422316,-0.0051469803,0.008700907,0.005196333,-0.0017754436,0.018997073,-0.00093460083,-0.023195565,0.007848978,-0.00044435263,0.0027291179,0.013598144
-0.005918145,0.0046545863,-1.0728836e-06,-0.011446834,2.5510788e-05,0.016783297,-0.0059990287,-0.015854657,-0.003086865,-0.004011452,-0.017077684,-0.025577664,-0.042906046,0.015202761,-0.00037807226,-0.006228924,-0.0054308176,0.0030336976,0.00018578768,-0.028250515,0.004483342,-0.0016580224,-0.003806889,0.004763007,0.024273396,0.001737237,-0.00032663345,-0.0025841594,-0.0054050684,-0.0071813464,0.0005635023,0.0032424927,0.00093752146,0.011581838,-0.0039821267,-0.036394536,-0.002716601,-0.0010663271,0.002424121,-0.011031389
0.015195906,0.0037907362,0.0027621984,0.017914414,-0.000207901,0.018237293,-0.0003350973,-0.0131905675,-0.0034413338,0.043584764,0.02714485,-0.0016294718,-0.03400892,-0.011739373,0.003752172,-0.002300322,-0.00485456,0.01130718,0.0025832057,-0.002630651,0.0007790923,-0.001985848,0.008416295,0.0061876774,-0.010944724,0.002611339,0.04033178,0.024896562,-0.0030344725,-9.441376e-05,-0.008800685,0.006227672,0.00468266,-0.0059954524,0.020963728,-0.017149746,-0.0016204119,-0.0020250082,0.0007492304,-0.014659822
0.02851212,0.005350888,-0.004714012,-0.0025137067,-0.00012254715,0.016564429,0.0063138604,0.0035751462,0.00089102983,0.0030093193,-0.004804194,0.0036371946,0.021928847,-0.013316274,0.0017049909,-0.0035310388,-0.0037782192,-0.009445667,0.00100106,0.004924357,0.0025490522,0.0014054179,-0.005539,-0.09844124,-0.013379693,-0.007906079,0.0023267865,0.0022006035,-0.0091694,-0.010751307,0.005716324,0.005137205,0.00015676022,-0.015522659,-0.007555306,0.017651975,0.001203835,-0.0010607839,0.006041229,0.010491192
-0.029621363,-0.0073217154,0.0008471012,0.0093691945,-0.00014436245,0.02385056,-5.710125e-05,-0.018041015,-0.01306957,-0.001370728,0.0005687475,-0.013916314,0.019964516,0.003442645,0.0014283657,-0.0016800165,-4.7922134e-05,0.00014579296,-4.9114227e-05,0.004340768,0.008274853,-0.0032285452,0.0016580224,0.006542146,0.016031146,0.0019212961,-0.00086921453,-0.0016705394,-0.0012183189,0.0034128428,0.00206393,0.0038471222,0.002821803,-0.026852429,-0.005466819,0.03272283,0.0020606518,-0.0015237331,0.0037923455,0.0071446896
-0.004134655,0.003682673,0.0029255748,-0.004209399,-3.0696392e-05,0.011868119,-0.00071275234,0.0025058389,0.0010512471,0.006172359,-0.0035009384,-0.005565822,0.0081548095,0.009899437,-0.016175926,-0.0031756759,0.021396697,-0.0021780133,0.00277555,0.0035051703,-0.0011712909,0.0010338426,0.025479972,0.0039922595,0.0009689331,0.013882458,0.0009934902,-0.000549376,0.09102416,0.0023302436,-0.008081198,0.00260216,0.002753079,-0.002577424,0.017522037,-0.010088503,-0.00042110682,0.0003798008,0.0026215315,0.010841906
-0.016624987,0.0020720363,-0.024316132,-0.010905802,0.00014579296,-0.02081728,-0.03836745,0.018382013,0.041209698,0.0003117323,0.009898841,-0.017957985,0.0076598525,-0.062401116,-0.0294289,0.0003592968,-0.0008046031,-0.0029223561,-0.0010287762,0.0036519766,-0.007315755,-0.0056906343,-0.00065618753,0.0013093948,0.010715723,0.0013055205,0.0022374988,8.5771084e-05,-0.0012020469,-0.0051856637,0.0015265942,-0.0017545819,0.005694926,0.014628649,0.0015265942,-0.02010578,-0.00062322617,-0.0031920671,-0.012078404,0.00049710274
-0.005783677,-0.0121276975,-0.0024583936,-0.0080807805,-7.4505806e-05,0.016966105,0.006692946,0.01765573,0.007812023,0.0026422143,-0.0037317872,0.0015653968,0.023522735,0.015516818,-0.01776427,-0.0077890754,-0.0013516545,0.0001476407,0.0019207597,0.003908813,-0.0073446035,0.00065493584,-0.00042039156,0.004419744,-0.0066949725,-0.0016155839,-0.0007146001,-0.0012720823,-0.0033548474,0.0036171675,-0.023871243,0.003058672,0.0009969473,0.007232785,-0.008381069,0.02044332,0.014515877,0.00096154213,-0.017876029,0.008383334
0.03262949,0.0047857165,-0.0021762252,-0.004749298,0.015168309,-0.027396202,0.0048155785,0.023174584,0.014805913,0.0051243305,-0.017898023,0.0075321198,0.013123393,-0.05592358,0.0053476095,-0.0068992376,-0.0036659837,-0.000330925,0.003071189,0.007095933,0.0037778616,-0.0029776692,-0.0031415224,0.006954968,0.0024474263,-0.0013471246,0.002490282,-0.008825839,-0.0072674155,0.0033382773,0.010620177,0.0030970573,0.0076488853,-0.009921551,0.0033333898,-0.0134884715,0.00010275841,-0.000120818615,0.0005044341,0.016198575
0.014564514,0.018277466,0.0028211474,-0.015069246,-3.7133694e-05,0.016214252,-0.01244688,-0.023059607,0.02402401,-0.0027988553,-0.012972832,-0.00037258863,-0.037311614,-0.030407906,0.007160485,0.01074183,-0.00067323446,0.0044342875,0.0010758042,0.0060717463,-0.0028148293,0.00088113546,-0.004831791,0.0030899048,0.017170668,-0.0071259737,0.00420779,0.0016170144,-0.007640958,0.004691243,0.0034629703,0.005652964,0.0039402843,-0.021417141,0.012661397,0.036667943,0.0030577779,-0.0016462803,0.0060046315,0.012296796
-0.007853985,0.005755186,0.00085765123,0.008682251,-9.36389e-05,0.022206724,0.007830918,-0.021352708,-0.024634242,-0.004342675,-0.0029691458,-0.012257218,0.00990665,-0.017181337,0.005266726,-0.008058071,0.0025045872,-0.0020945072,0.00053948164,0.0055922866,-0.010316014,0.0022289157,-0.0021276474,0.0051751733,0.02025783,-7.176399e-05,0.0032309294,0.00034880638,-0.0040994287,0.0013427734,0.005683303,0.0064761043,0.0031341314,-0.02635628,0.0005144477,0.041293323,-0.0030794144,-0.0005745292,0.005516112,0.0099025965
-0.0019453168,0.0032327175,0.009297907,-0.0056981444,-0.010775566,0.011453688,-0.0005900264,0.0023899078,0.0010282993,0.00433445,-0.00076156855,-0.0047383904,0.006698966,0.029336214,-0.00019294024,0.0012866259,-0.0014155507,-0.0015426278,0.0023548007,0.002378285,7.790327e-05,0.00071531534,0.004044056,0.0026225448,0.0009186268,-0.0032501817,-0.00988555,-0.0017976165,-0.0050013065,0.0034720898,0.002618432,0.0019502044,0.0033650994,-0.009723783,0.010229111,0.013222694,-0.0051246285,0.0004014969,0.0041843653,-0.014677048
-0.027671099,0.010718107,-0.0065740943,0.0012766719,0.00012415648,-0.053095043,-0.00687021,-0.010454059,0.008749366,-0.0016055703,-0.008816481,-0.00016146898,0.0007364154,-0.019516945,0.0019901395,-0.003209114,0.0039206147,-0.0017433167,0.00042277575,0.0034377575,0.003762722,-0.0038639307,-0.00012272596,-0.00027900934,0.0011968613,-0.0046438575,0.001060307,0.00089883804,-0.0015036464,0.0029500127,-0.0067688227,-0.01804614,-0.0023227334,-0.003313005,-0.0064420104,0.002590537,0.0018582344,0.026379228,0.0022889376,0.0075158477
