age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,school_MS,sex_1,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes
-0.17841391,-0.04671058,-0.2663957,-0.008955486,0.0104288645,0.011398964,0.11276965,0.0070075616,0.044541683,-0.04015772,-0.07047341,-0.00080285966,0.005807191,-0.18948399,-0.03467592,-0.057341255,-0.043055933,0.004865162,0.0072922762,0.012097385,0.0066528916,-0.04638082,-0.0248112,0.023865908,-0.039000988,-0.038730904,-0.019509733,0.012960263,-0.020920167,0.049886134,-0.026217468,0.02271917,-0.033770833,-0.0023483261,-0.038353253,0.0029698312,-0.069316715,0.00761522,0.022610288,0.02135285
-0.07300081,0.0043847114,-0.022567257,0.047571372,-0.008481903,-0.27339816,0.084119156,-0.1529626,0.014649555,-0.02673811,0.03961837,-0.02371621,-0.013977572,0.08426772,-0.08662903,-0.052651465,-0.022610232,-0.045936797,0.034378678,0.17950916,0.02923378,-0.07300098,0.05689746,-0.017747015,0.06490022,-0.014138801,-0.027019825,-0.015954856,0.05977401,7.065013e-06,-0.002758816,0.016347568,0.05123336,-0.05210945,0.10460813,0.09750341,-0.002076283,0.0015698895,0.056496017,0.02923378
0.031726565,0.012113214,-0.00085220486,0.00057300925,9.275973e-07,0.0019464567,0.031007504,0.033559717,0.049493894,0.01828449,-0.03818622,0.040437594,0.025272455,-0.023597099,0.015439212,-0.0020168172,-0.03035599,-0.0019193073,-0.039705373,0.016121425,-0.022170372,0.014253562,0.017216615,-0.0008522164,0.0023430632,-0.048260357,0.01791806,-0.0016666828,-0.007749185,-0.012857618,-0.013759831,-0.08682409,-0.01947464,-0.0070082126,0.001920199,0.029219104,0.021972086,0.038184017,0.01563151,-0.019557443
0.011214168,0.00560104,0.017628146,-0.008223502,-0.0049123242,0.024812043,-0.01117833,0.016251726,0.0073962286,0.015594524,0.00071628485,0.019343585,0.026446966,0.0014825542,-0.033946514,-0.00016751187,-0.006708505,-0.0111151915,0.016135205,-0.0063650208,0.002172229,0.00011878554,8.575851e-06,1.5638769e-05,-0.004844938,0.001978546,-0.017283492,-0.026394758,0.0011206409,0.016733492,-0.0049176686,-0.009688569,-0.00043290947,0.009561548,-0.007022243,0.02075741,-0.006708506,-0.006109231,0.007558666,0.0011206409
0.14189596,0.025991857,-0.02532047,-0.3307482,-0.07747359,-0.02401999,0.05890628,-0.20372926,-0.10894175,-0.055230394,0.22335917,-0.04219336,-0.07316581,0.052727923,0.059826292,0.042431362,0.114956625,-0.04219336,-0.0968273,-0.22234562,-0.09252785,-0.0009924448,-0.015840279,0.0021572746,0.042046085,0.13313009,-0.0017625093,0.25465655,-0.06399287,0.037746508,-0.019330213,0.10359636,-0.121977925,0.08544784,0.018543899,-0.11795703,0.013675618,0.0032286374,0.13657469,0.07882686
0.051175483,0.131061,-0.018385738,0.0929636,-0.15299873,-0.103217825,-0.12504922,-0.09121356,-0.09275769,0.09890373,0.14374217,-0.24086022,0.029502094,-0.20086898,0.035893336,0.06741363,-0.059882235,0.0766171,-0.007493153,0.048443504,-0.027849495,-0.024357162,-0.06711154,0.0029902682,-0.14629452,-0.04934617,0.023220431,-0.08862528,0.06752758,0.21380514,-0.019086702,0.01686,-0.0057874694,0.019799516,0.056827985,0.048579283,0.15785782,0.08280422,0.07759622,0.005515076
0.0267194,0.036279988,0.020767223,-0.015654452,-1.0501593e-05,0.0008903872,-0.03346484,0.00474066,0.020498779,0.069250084,-0.00936533,-0.004155144,0.05667741,-0.026080217,0.029164579,-0.051356226,0.010195445,-0.044411387,0.020751186,0.008067228,-0.00754348,0.0441059,0.018617272,-0.05514639,-0.0012809839,-0.04293622,0.010621982,0.008857259,-0.044807922,0.027770082,-0.010660278,0.018617308,-0.023151528,0.0015499047,-0.0017719269,0.01845711,-0.044833012,0.024588391,0.000561493,-0.0061643887
-0.05127369,-0.22961415,-0.038506415,0.22570305,-0.05968854,0.22071518,-0.018227696,-0.1698888,-0.2492323,-0.15775959,0.06552957,0.29921037,0.13017021,-0.18345775,-0.018227592,0.02800174,-0.20452774,0.05525656,0.008784326,-0.012386207,-0.21425751,0.080835804,0.029997408,0.108041234,-0.08389968,0.15409927,-0.07945358,0.1269405,-0.08208476,-0.0018791705,0.010706479,-0.018227587,0.10874479,0.12550576,-0.27641153,-0.089476615,0.039072722,-0.11712977,0.13135673,0.12930197
-0.02096605,0.010502845,-0.007514989,-0.10333692,0.027835589,0.019557409,-0.034215923,0.08633393,0.09387989,-0.08764926,0.055595744,0.035932776,0.07886449,0.1023156,0.023719871,-0.0006258823,0.07625401,0.001525024,-0.18632442,-0.012346897,-0.059364125,0.028479438,-0.08633417,0.02015254,-0.15520771,-0.09370654,0.07311012,-0.25447273,0.04427485,-0.042030875,0.03407037,0.091439426,0.05845995,0.012844309,-0.118484855,0.103027105,0.14768507,-0.03321503,0.18888536,-0.061131187
-0.3313137,-0.03883034,0.0029194728,-0.087380886,0.16123952,-0.1289281,0.022978112,0.06276831,0.27612108,0.11304027,0.08452066,-0.10894239,0.010638788,-0.56724954,-0.11757758,0.054319426,-0.024509259,-0.0019196719,-0.14767697,0.013553193,0.018799424,-0.015082978,-5.6371093e-05,-8.317828e-05,0.11679177,-0.058744613,0.029249206,0.14329368,-0.043633312,-0.20484716,-0.08531093,0.00016161054,-0.04431916,-0.25920632,0.062768236,0.023892548,0.023716494,-1.0348856e-05,0.08992232,0.013681278
